dynamic,14,1,0,0
dynamic,14,2,1,0
dynamic,14,3,0,0
dynamic,14,4,0,0
dynamic,14,5,2,25
dynamic,14,6,0,0
dynamic,14,7,0,0
dynamic,14,8,0,0
dynamic,14,9,0,0
dynamic,15,0,0,0
dynamic,15,1,1,6
dynamic,15,2,1,3
dynamic,15,3,0,2
dynamic,15,4,0,1
dynamic,15,5,1,0
dynamic,15,6,0,1
dynamic,15,7,0,0
dynamic,15,8,0,1
dynamic,15,9,2,80
dynamic,16,0,0,0
dynamic,16,1,0,0
dynamic,16,2,0,0
dynamic,16,3,0,0
dynamic,16,4,1,8
dynamic,16,5,0,0
dynamic,16,6,0,0
dynamic,16,7,0,0
dynamic,16,8,0,0
dynamic,16,9,0,0
dynamic,17,0,2,47
dynamic,17,1,0,2
dynamic,17,2,0,1
dynamic,17,3,0,7
dynamic,17,4,0,6
dynamic,17,5,2,74
dynamic,17,6,1,4
dynamic,17,7,0,2
dynamic,17,8,0,2
dynamic,17,9,0,1
dynamic,18,0,1,0
dynamic,18,1,1,3
dynamic,18,2,0,7
dynamic,18,3,0,3
dynamic,18,4,0,7
dynamic,18,5,2,61
dynamic,18,6,1,8
dynamic,18,7,0,4
dynamic,18,8,0,3
dynamic,18,9,0,4
dynamic,19,0,0,11
dynamic,19,1,0,12
dynamic,19,2,0,10
dynamic,19,3,0,13
dynamic,19,4,1,13
dynamic,19,5,2,65
dynamic,19,6,0,15
dynamic,19,7,0,12
dynamic,19,8,1,16
dynamic,19,9,0,10
dynamic,20,0,1,0
dynamic,20,1,1,0
dynamic,20,2,1,0
dynamic,20,3,0,0
dynamic,20,4,1,0
dynamic,20,5,0,0
dynamic,20,6,2,21
dynamic,20,7,0,0
dynamic,20,8,0,0
dynamic,20,9,0,0
dynamic,21,0,0,2
dynamic,21,1,1,4
dynamic,21,2,0,2
dynamic,21,3,0,4
dynamic,21,4,0,4
dynamic,21,5,1,5
dynamic,21,6,0,3
dynamic,21,7,2,89
dynamic,21,8,0,5
dynamic,21,9,0,4
dynamic,22,0,0,18
dynamic,22,1,0,17
dynamic,22,2,0,18
dynamic,22,3,1,21
dynamic,22,4,0,30
dynamic,22,5,0,29
dynamic,22,6,0,20
dynamic,22,7,1,16
dynamic,22,8,0,20
dynamic,22,9,0,24
dynamic,23,0,0,0
dynamic,23,1,0,0
dynamic,23,2,0,0
dynamic,23,3,0,0
dynamic,23,4,1,7
dynamic,23,5,0,0
dynamic,23,6,0,0
dynamic,23,7,1,3
dynamic,23,8,0,0
dynamic,23,9,0,0
dynamic,24,0,0,6
dynamic,24,1,0,3
dynamic,24,2,0,2
dynamic,24,3,0,4
dynamic,24,4,1,6
dynamic,24,5,1,2
dynamic,24,6,1,6
dynamic,24,7,0,1
dynamic,24,8,0,3
dynamic,24,9,2,67
dynamic,25,0,0,0
dynamic,25,1,0,0
dynamic,25,2,0,0
dynamic,25,3,2,43
dynamic,25,4,0,0
dynamic,25,5,0,0
dynamic,25,6,0,0
dynamic,25,7,0,0
dynamic,25,8,1,0
dynamic,25,9,0,0
dynamic,26,0,1,23
dynamic,26,1,0,32
dynamic,26,2,0,27
dynamic,26,3,0,16
dynamic,26,4,1,21
dynamic,26,5,1,29
dynamic,26,6,0,20
dynamic,26,7,1,14
dynamic,26,8,0,21
dynamic,26,9,0,18
dynamic,27,0,0,0
dynamic,27,1,1,0
dynamic,27,2,0,0
dynamic,27,3,1,0
dynamic,27,4,2,38
dynamic,27,5,1,0
dynamic,27,6,1,0
dynamic,27,7,0,0
dynamic,27,8,0,0
dynamic,27,9,0,0
dynamic,28,0,0,0
dynamic,28,1,0,0
dynamic,28,2,0,0
dynamic,28,3,0,0
dynamic,28,4,1,0
dynamic,28,5,1,0
dynamic,28,6,0,0
dynamic,28,7,0,0
dynamic,28,8,2,21
dynamic,28,9,0,0
dynamic,29,0,0,0
dynamic,29,1,1,8
dynamic,29,2,1,3
dynamic,29,3,1,14
dynamic,29,4,0,0
dynamic,29,5,0,0
dynamic,29,6,1,5
dynamic,29,7,0,0
dynamic,29,8,0,0
dynamic,29,9,0,0
dynamic,30,0,0,0
dynamic,30,1,1,8
dynamic,30,2,0,0
dynamic,30,3,1,12
dynamic,30,4,0,0
dynamic,30,5,0,0
dynamic,30,6,0,0
dynamic,30,7,1,10
dynamic,30,8,0,0
dynamic,30,9,0,0
dynamic,31,0,0,0
dynamic,31,1,1,3
dynamic,31,2,1,1
dynamic,31,3,0,0
dynamic,31,4,0,0
dynamic,31,5,0,0
dynamic,31,6,1,2
dynamic,31,7,1,5
dynamic,31,8,1,1
dynamic,31,9,0,0
dynamic,32,0,2,41
dynamic,32,1,1,1
dynamic,32,2,0,2
dynamic,32,3,2,40
dynamic,32,4,0,1
dynamic,32,5,1,1
dynamic,32,6,2,37
dynamic,32,7,0,2
dynamic,32,8,0,1
dynamic,32,9,0,0
dynamic,33,0,0,0
dynamic,33,1,0,0
dynamic,33,2,0,0
dynamic,33,3,0,0
dynamic,33,4,1,0
dynamic,33,5,2,42
dynamic,33,6,0,0
dynamic,33,7,0,0
dynamic,33,8,0,0
dynamic,33,9,0,0
dynamic,34,0,0,23
dynamic,34,1,2,106
dynamic,34,2,1,17
dynamic,34,3,0,23
dynamic,34,4,0,14
dynamic,34,5,2,111
dynamic,34,6,0,17
dynamic,34,7,1,17
dynamic,34,8,0,27
dynamic,34,9,0,21
dynamic,35,0,2,56
dynamic,35,1,0,1
dynamic,35,2,0,0
dynamic,35,3,1,2
dynamic,35,4,1,4
dynamic,35,5,0,2
dynamic,35,6,1,1
dynamic,35,7,2,58
dynamic,35,8,0,0
dynamic,35,9,0,0
dynamic,36,0,0,2
dynamic,36,1,0,4
dynamic,36,2,0,0
dynamic,36,3,0,2
dynamic,36,4,0,0
dynamic,36,5,0,0
dynamic,36,6,0,4
dynamic,36,7,2,73
dynamic,36,8,0,1
dynamic,36,9,1,0
dynamic,37,0,0,3
dynamic,37,1,0,2
dynamic,37,2,0,1
dynamic,37,3,0,0
dynamic,37,4,2,58
dynamic,37,5,1,0
dynamic,37,6,0,2
dynamic,37,7,0,1
dynamic,37,8,1,1
dynamic,37,9,0,0
dynamic,38,0,0,0
dynamic,38,1,0,0
dynamic,38,2,0,0
dynamic,38,3,0,0
dynamic,38,4,0,0
dynamic,38,5,0,0
dynamic,38,6,0,0
dynamic,38,7,1,8
dynamic,38,8,0,0
dynamic,38,9,0,0
dynamic,39,0,0,0
dynamic,39,1,0,0
dynamic,39,2,1,10
dynamic,39,3,0,0
dynamic,39,4,0,0
dynamic,39,5,0,0
dynamic,39,6,1,10
dynamic,39,7,1,6
dynamic,39,8,0,0
dynamic,39,9,0,0
dynamic,40,0,1,19
dynamic,40,1,0,19
dynamic,40,2,0,13
dynamic,40,3,0,14
dynamic,40,4,0,24
dynamic,40,5,1,24
dynamic,40,6,1,20
dynamic,40,7,0,13
dynamic,40,8,1,17
dynamic,40,9,0,23
dynamic,41,0,0,19
dynamic,41,1,0,20
dynamic,41,2,0,9
dynamic,41,3,0,25
dynamic,41,4,1,17
dynamic,41,5,0,23
dynamic,41,6,0,27
dynamic,41,7,1,21
dynamic,41,8,0,33
dynamic,41,9,0,19
dynamic,42,0,1,23
dynamic,42,1,0,21
dynamic,42,2,0,22
dynamic,42,3,0,17
dynamic,42,4,1,19
dynamic,42,5,0,18
dynamic,42,6,0,26
dynamic,42,7,0,26
dynamic,42,8,1,23
dynamic,42,9,1,23
dynamic,43,0,0,0
dynamic,43,1,0,0
dynamic,43,2,0,0
dynamic,43,3,1,2
dynamic,43,4,0,0
dynamic,43,5,0,0
dynamic,43,6,0,0
dynamic,43,7,1,3
dynamic,43,8,0,0
dynamic,43,9,0,0
dynamic,44,0,0,0
dynamic,44,1,0,0
dynamic,44,2,0,0
dynamic,44,3,0,0
dynamic,44,4,0,0
dynamic,44,5,0,0
dynamic,44,6,0,0
dynamic,44,7,0,0
dynamic,44,8,0,0
dynamic,44,9,0,0
dynamic,45,0,0,2
dynamic,45,1,0,2
dynamic,45,2,0,4
dynamic,45,3,1,1
dynamic,45,4,1,0
dynamic,45,5,1,1
dynamic,45,6,0,1
dynamic,45,7,0,1
dynamic,45,8,0,3
dynamic,45,9,2,68
dynamic,46,0,0,13
dynamic,46,1,0,15
dynamic,46,2,0,14
dynamic,46,3,1,19
dynamic,46,4,0,22
dynamic,46,5,1,24
dynamic,46,6,0,24
dynamic,46,7,1,12
dynamic,46,8,0,30
dynamic,46,9,2,85
dynamic,47,0,0,26
dynamic,47,1,0,28
dynamic,47,2,0,20
dynamic,47,3,1,23
dynamic,47,4,0,6
dynamic,47,5,0,18
dynamic,47,6,0,13
dynamic,47,7,0,12
dynamic,47,8,0,21
dynamic,47,9,0,31
dynamic,48,0,0,13
dynamic,48,1,0,23
dynamic,48,2,0,25
dynamic,48,3,0,26
dynamic,48,4,0,18
dynamic,48,5,0,14
dynamic,48,6,1,21
dynamic,48,7,0,16
dynamic,48,8,0,24
dynamic,48,9,0,21
dynamic,49,0,0,0
dynamic,49,1,0,2
dynamic,49,2,0,7
dynamic,49,3,0,0
dynamic,49,4,0,5
dynamic,49,5,0,3
dynamic,49,6,2,66
dynamic,49,7,1,1
dynamic,49,8,2,72
dynamic,49,9,0,2
dynamic,50,0,1,0
dynamic,50,1,2,36
dynamic,50,2,0,0
dynamic,50,3,0,0
dynamic,50,4,0,0
dynamic,50,5,1,0
dynamic,50,6,0,0
dynamic,50,7,0,0
dynamic,50,8,0,0
dynamic,50,9,0,0
dynamic,51,0,0,0
dynamic,51,1,1,0
dynamic,51,2,2,25
dynamic,51,3,0,0
dynamic,51,4,0,0
dynamic,51,5,0,0
dynamic,51,6,0,0
dynamic,51,7,2,33
dynamic,51,8,1,0
dynamic,51,9,0,0
dynamic,52,0,0,0
dynamic,52,1,0,0
dynamic,52,2,0,0
dynamic,52,3,1,0
dynamic,52,4,2,30
dynamic,52,5,0,0
dynamic,52,6,0,0
dynamic,52,7,0,0
dynamic,52,8,0,0
dynamic,52,9,0,0
dynamic,53,0,0,27
dynamic,53,1,0,30
dynamic,53,2,0,22
dynamic,53,3,0,25
dynamic,53,4,0,30
dynamic,53,5,0,26
dynamic,53,6,0,24
dynamic,53,7,2,115
dynamic,53,8,0,16
dynamic,53,9,1,19
dynamic,54,0,0,0
dynamic,54,1,0,0
dynamic,54,2,0,0
dynamic,54,3,0,0
dynamic,54,4,0,0
dynamic,54,5,0,0
dynamic,54,6,1,2
dynamic,54,7,0,0
dynamic,54,8,1,10
dynamic,54,9,1,6
dynamic,55,0,0,0
dynamic,55,1,0,0
dynamic,55,2,0,0
dynamic,55,3,1,0
dynamic,55,4,0,0
dynamic,55,5,1,3
dynamic,55,6,0,0
dynamic,55,7,0,0
dynamic,55,8,2,45
dynamic,55,9,0,0
dynamic,56,0,1,0
dynamic,56,1,2,40
dynamic,56,2,0,0
dynamic,56,3,1,0
dynamic,56,4,0,0
dynamic,56,5,0,0
dynamic,56,6,0,0
dynamic,56,7,0,0
dynamic,56,8,0,0
dynamic,56,9,1,0
dynamic,57,0,0,0
dynamic,57,1,0,0
dynamic,57,2,0,0
dynamic,57,3,0,0
dynamic,57,4,2,52
dynamic,57,5,0,0
dynamic,57,6,1,0
dynamic,57,7,1,0
dynamic,57,8,0,0
dynamic,57,9,0,0
dynamic,58,0,2,21
dynamic,58,1,0,0
dynamic,58,2,0,0
dynamic,58,3,0,0
dynamic,58,4,0,0
dynamic,58,5,0,0
dynamic,58,6,0,0
dynamic,58,7,0,0
dynamic,58,8,0,0
dynamic,58,9,1,0
dynamic,59,0,0,0
dynamic,59,1,0,0
dynamic,59,2,1,0
dynamic,59,3,0,0
dynamic,59,4,0,0
dynamic,59,5,1,1
dynamic,59,6,0,0
dynamic,59,7,0,0
dynamic,59,8,1,4
dynamic,59,9,0,0
dynamic,60,0,0,0
dynamic,60,1,0,0
dynamic,60,2,0,0
dynamic,60,3,0,0
dynamic,60,4,0,0
dynamic,60,5,1,8
dynamic,60,6,0,0
dynamic,60,7,0,0
dynamic,60,8,0,0
dynamic,60,9,0,0
dynamic,61,0,0,0
dynamic,61,1,1,5
dynamic,61,2,0,0
dynamic,61,3,0,0
dynamic,61,4,0,0
dynamic,61,5,0,0
dynamic,61,6,0,0
dynamic,61,7,1,2
dynamic,61,8,0,0
dynamic,61,9,0,0
dynamic,62,0,2,37
dynamic,62,1,1,0
dynamic,62,2,1,0
dynamic,62,3,0,0
dynamic,62,4,0,0
dynamic,62,5,0,0
dynamic,62,6,0,0
dynamic,62,7,0,0
dynamic,62,8,0,0
dynamic,62,9,0,0
dynamic,63,0,0,26
dynamic,63,1,0,41
dynamic,63,2,0,21
dynamic,63,3,1,24
dynamic,63,4,0,22
dynamic,63,5,0,25
dynamic,63,6,0,24
dynamic,63,7,1,25
dynamic,63,8,0,18
dynamic,63,9,0,23
dynamic,64,0,0,31
dynamic,64,1,0,23
dynamic,64,2,0,18
dynamic,64,3,0,33
dynamic,64,4,1,25
dynamic,64,5,0,28
dynamic,64,6,0,28
dynamic,64,7,0,23
dynamic,64,8,0,30
dynamic,64,9,0,18
dynamic,65,0,0,0
dynamic,65,1,0,0
dynamic,65,2,0,0
dynamic,65,3,0,0
dynamic,65,4,0,0
dynamic,65,5,1,0
dynamic,65,6,2,13
dynamic,65,7,1,1
dynamic,65,8,2,26
dynamic,65,9,0,0
dynamic,66,0,2,58
dynamic,66,1,2,55
dynamic,66,2,1,2
dynamic,66,3,1,1
dynamic,66,4,0,5
dynamic,66,5,1,2
dynamic,66,6,0,0
dynamic,66,7,0,0
dynamic,66,8,0,0
dynamic,66,9,0,1
dynamic,67,0,1,0
dynamic,67,1,0,0
dynamic,67,2,0,0
dynamic,67,3,0,0
dynamic,67,4,0,0
dynamic,67,5,0,0
dynamic,67,6,0,0
dynamic,67,7,2,20
dynamic,67,8,0,0
dynamic,67,9,0,0
dynamic,68,0,1,5
dynamic,68,1,0,0
dynamic,68,2,0,0
dynamic,68,3,0,0
dynamic,68,4,0,0
dynamic,68,5,0,0
dynamic,68,6,1,0
dynamic,68,7,0,0
dynamic,68,8,1,5
dynamic,68,9,0,0
dynamic,69,0,0,0
dynamic,69,1,0,0
dynamic,69,2,0,0
dynamic,69,3,0,0
dynamic,69,4,0,0
dynamic,69,5,0,0
dynamic,69,6,0,0
dynamic,69,7,1,0
dynamic,69,8,2,39
dynamic,69,9,1,0
dynamic,70,0,0,24
dynamic,70,1,0,24
dynamic,70,2,0,22
dynamic,70,3,0,21
dynamic,70,4,0,23
dynamic,70,5,0,17
dynamic,70,6,1,26
dynamic,70,7,0,17
dynamic,70,8,0,21
dynamic,70,9,0,14
dynamic,71,0,1,2
dynamic,71,1,0,0
dynamic,71,2,0,0
dynamic,71,3,0,0
dynamic,71,4,2,23
dynamic,71,5,0,0
dynamic,71,6,0,0
dynamic,71,7,0,0
dynamic,71,8,1,0
dynamic,71,9,0,0
dynamic,72,0,2,72
dynamic,72,1,0,0
dynamic,72,2,0,3
dynamic,72,3,0,2
dynamic,72,4,1,2
dynamic,72,5,1,0
dynamic,72,6,0,2
dynamic,72,7,0,1
dynamic,72,8,0,5
dynamic,72,9,1,2
dynamic,73,0,1,0
dynamic,73,1,0,0
dynamic,73,2,2,21
dynamic,73,3,0,0
dynamic,73,4,1,0
dynamic,73,5,0,0
dynamic,73,6,0,0
dynamic,73,7,2,18
dynamic,73,8,1,0
dynamic,73,9,1,0
dynamic,74,0,0,0
dynamic,74,1,1,0
dynamic,74,2,1,1
dynamic,74,3,0,0
dynamic,74,4,1,0
dynamic,74,5,1,4
dynamic,74,6,0,0
dynamic,74,7,1,1
dynamic,74,8,0,0
dynamic,74,9,1,0
dynamic,75,0,0,2
dynamic,75,1,0,1
dynamic,75,2,0,1
dynamic,75,3,0,0
dynamic,75,4,0,1
dynamic,75,5,1,0
dynamic,75,6,1,3
dynamic,75,7,1,7
dynamic,75,8,1,4
dynamic,75,9,2,55
dynamic,76,0,0,0
dynamic,76,1,0,0
dynamic,76,2,2,44
dynamic,76,3,2,7
dynamic,76,4,0,0
dynamic,76,5,0,0
dynamic,76,6,0,0
dynamic,76,7,1,1
dynamic,76,8,0,0
dynamic,76,9,0,0
dynamic,77,0,0,0
dynamic,77,1,0,0
dynamic,77,2,2,33
dynamic,77,3,0,0
dynamic,77,4,0,0
dynamic,77,5,0,0
dynamic,77,6,0,0
dynamic,77,7,0,0
dynamic,77,8,0,0
dynamic,77,9,0,0
dynamic,78,0,1,0
dynamic,78,1,0,0
dynamic,78,2,1,0
dynamic,78,3,2,39
dynamic,78,4,0,0
dynamic,78,5,2,38
dynamic,78,6,0,0
dynamic,78,7,1,0
dynamic,78,8,0,0
dynamic,78,9,0,0
dynamic,79,0,0,0
dynamic,79,1,1,11
dynamic,79,2,0,0
dynamic,79,3,0,1
dynamic,79,4,0,0
dynamic,79,5,0,0
dynamic,79,6,0,0
dynamic,79,7,0,0
dynamic,79,8,1,4
dynamic,79,9,0,0
dynamic,80,0,2,37
dynamic,80,1,0,0
dynamic,80,2,2,31
dynamic,80,3,0,0
dynamic,80,4,0,0
dynamic,80,5,0,0
dynamic,80,6,0,0
dynamic,80,7,0,0
dynamic,80,8,1,0
dynamic,80,9,0,0
dynamic,81,0,2,44
dynamic,81,1,1,2
dynamic,81,2,0,2
dynamic,81,3,0,3
dynamic,81,4,1,1
dynamic,81,5,0,0
dynamic,81,6,2,59
dynamic,81,7,0,0
dynamic,81,8,0,0
dynamic,81,9,1,2
dynamic,82,0,0,0
dynamic,82,1,0,0
dynamic,82,2,1,2
dynamic,82,3,1,6
dynamic,82,4,0,0
dynamic,82,5,0,0
dynamic,82,6,0,0
dynamic,82,7,0,0
dynamic,82,8,0,0
dynamic,82,9,0,0
dynamic,83,0,0,20
dynamic,83,1,0,19
dynamic,83,2,0,25
dynamic,83,3,0,17
dynamic,83,4,0,14
dynamic,83,5,0,26
dynamic,83,6,0,22
dynamic,83,7,2,139
dynamic,83,8,0,24
dynamic,83,9,0,32
dynamic,84,0,1,4
dynamic,84,1,0,0
dynamic,84,2,0,0
dynamic,84,3,0,0
dynamic,84,4,0,0
dynamic,84,5,1,4
dynamic,84,6,0,0
dynamic,84,7,0,0
dynamic,84,8,0,0
dynamic,84,9,0,0
dynamic,85,0,1,0
dynamic,85,1,0,0
dynamic,85,2,0,0
dynamic,85,3,0,0
dynamic,85,4,0,0
dynamic,85,5,0,0
dynamic,85,6,0,0
dynamic,85,7,1,0
dynamic,85,8,2,46
dynamic,85,9,0,0
dynamic,86,0,0,22
dynamic,86,1,0,25
dynamic,86,2,0,23
dynamic,86,3,0,25
dynamic,86,4,0,31
dynamic,86,5,0,20
dynamic,86,6,0,12
dynamic,86,7,0,23
dynamic,86,8,0,26
dynamic,86,9,0,25
dynamic,87,0,0,0
dynamic,87,1,0,0
dynamic,87,2,0,0
dynamic,87,3,1,2
dynamic,87,4,1,1
dynamic,87,5,1,1
dynamic,87,6,0,0
dynamic,87,7,0,0
dynamic,87,8,0,0
dynamic,87,9,0,0
dynamic,88,0,0,0
dynamic,88,1,2,58
dynamic,88,2,0,1
dynamic,88,3,0,1
dynamic,88,4,2,53
dynamic,88,5,0,0
dynamic,88,6,0,1
dynamic,88,7,0,3
dynamic,88,8,1,2
dynamic,88,9,0,3
dynamic,89,0,0,0
dynamic,89,1,0,0
dynamic,89,2,1,0
dynamic,89,3,0,0
dynamic,89,4,0,0
dynamic,89,5,1,1
dynamic,89,6,0,0
dynamic,89,7,2,54
dynamic,89,8,0,0
dynamic,89,9,0,0
dynamic,90,0,1,16
dynamic,90,1,0,22
dynamic,90,2,0,20
dynamic,90,3,1,23
dynamic,90,4,0,23
dynamic,90,5,1,14
dynamic,90,6,0,19
dynamic,90,7,0,19
dynamic,90,8,1,17
dynamic,90,9,1,25
dynamic,91,0,0,0
dynamic,91,1,0,0
dynamic,91,2,0,0
dynamic,91,3,0,0
dynamic,91,4,0,0
dynamic,91,5,1,3
dynamic,91,6,0,0
dynamic,91,7,0,0
dynamic,91,8,0,0
dynamic,91,9,0,0
dynamic,92,0,1,22
dynamic,92,1,0,26
dynamic,92,2,0,28
dynamic,92,3,0,24
dynamic,92,4,0,27
dynamic,92,5,1,31
dynamic,92,6,0,24
dynamic,92,7,2,107
dynamic,92,8,0,17
dynamic,92,9,0,22
dynamic,93,0,0,19
dynamic,93,1,1,20
dynamic,93,2,0,22
dynamic,93,3,0,14
dynamic,93,4,2,78
dynamic,93,5,0,15
dynamic,93,6,0,26
dynamic,93,7,1,25
dynamic,93,8,1,17
dynamic,93,9,0,19
dynamic,94,0,1,17
dynamic,94,1,0,0
dynamic,94,2,0,0
dynamic,94,3,0,0
dynamic,94,4,0,0
dynamic,94,5,1,12
dynamic,94,6,0,0
dynamic,94,7,0,0
dynamic,94,8,0,0
dynamic,94,9,0,0
dynamic,95,0,0,0
dynamic,95,1,0,0
dynamic,95,2,0,0
dynamic,95,3,1,2
dynamic,95,4,0,0
dynamic,95,5,0,0
dynamic,95,6,0,0
dynamic,95,7,1,12
dynamic,95,8,0,0
dynamic,95,9,0,0
dynamic,96,0,2,41
dynamic,96,1,2,51
dynamic,96,2,1,2
dynamic,96,3,0,2
dynamic,96,4,1,2
dynamic,96,5,0,0
dynamic,96,6,2,62
dynamic,96,7,0,4
dynamic,96,8,0,5
dynamic,96,9,0,2
dynamic,97,0,0,3
dynamic,97,1,2,52
dynamic,97,2,0,2
dynamic,97,3,0,3
dynamic,97,4,2,36
dynamic,97,5,0,2
dynamic,97,6,0,2
dynamic,97,7,1,6
dynamic,97,8,0,3
dynamic,97,9,0,1
dynamic,98,0,1,2
dynamic,98,1,0,0
dynamic,98,2,0,2
dynamic,98,3,2,42
dynamic,98,4,0,5
dynamic,98,5,2,62
dynamic,98,6,2,34
dynamic,98,7,2,46
dynamic,98,8,0,0
dynamic,98,9,0,0
dynamic,99,0,0,27
dynamic,99,1,0,25
dynamic,99,2,0,26
dynamic,99,3,0,20
dynamic,99,4,0,17
dynamic,99,5,0,14
dynamic,99,6,0,21
dynamic,99,7,0,18
dynamic,99,8,0,18
dynamic,99,9,1,21
