day,roomId,ifInRoute,suf_rate,expect_shortage,dis_from_point,rep_value
2,59,false,1.0,0,34,0.0
2,60,false,0.9333333333333333,0,40,0.0
2,61,false,0.8666666666666667,0,44,0.0
2,62,false,0.9,0,45,0.0
2,63,false,0.8333333333333334,0,62,0.0
2,64,false,0.8666666666666667,0,65,0.0
2,65,false,0.9333333333333333,0,48,0.0
2,66,false,0.9222222222222223,0,33,0.0
2,67,false,0.9222222222222223,0,68,0.0
2,68,false,0.8814814814814815,0,46,0.0
2,69,false,0.8962962962962963,0,41,0.0
2,70,false,0.8333333333333334,0,52,0.0
2,71,false,0.8,0,44,0.0
2,72,false,0.8666666666666667,0,81,0.0
2,73,false,0.9,0,50,0.0
2,74,false,0.8,0,47,0.0
2,75,false,0.9333333333333333,0,53,0.0
2,76,false,0.8777777777777778,0,65,0.0
2,77,false,0.9222222222222223,0,56,0.0
2,78,false,0.9074074074074074,0,29,0.0
2,79,false,0.8962962962962963,0,75,0.0
2,80,false,0.9,0,82,0.0
2,81,false,0.9,0,104,0.0
2,82,false,0.9333333333333333,0,79,0.0
2,83,false,0.8666666666666667,0,80,0.0
2,84,false,0.9333333333333333,0,71,0.0
2,85,false,0.8777777777777778,0,92,0.0
2,86,false,0.9333333333333333,0,111,0.0
2,87,false,0.9555555555555556,0,103,0.0
2,88,false,0.8888888888888888,0,103,0.0
2,89,false,0.8962962962962963,0,90,0.0
2,90,false,0.8666666666666667,0,106,0.0
2,91,false,0.8333333333333334,0,78,0.0
2,92,false,0.9333333333333333,0,75,0.0
2,93,false,0.9666666666666667,0,100,0.0
2,94,false,0.9333333333333333,0,106,0.0
2,95,false,0.9333333333333333,0,65,0.0
2,96,false,0.9666666666666667,0,74,0.0
2,97,false,0.9666666666666667,0,70,0.0
2,98,false,0.8629629629629629,0,91,0.0
2,99,false,0.9,0,89,0.0
3,0,false,0.7666666666666667,0,58,0.0
3,1,false,0.9333333333333333,0,45,0.0
3,2,false,0.8,0,51,0.0
3,3,false,0.8333333333333334,0,46,0.0
3,4,false,0.8666666666666667,0,47,0.0
3,5,false,0.8666666666666667,0,79,0.0
3,6,false,0.9111111111111111,0,72,0.0
3,7,false,0.9555555555555556,0,60,0.0
3,8,false,0.8777777777777778,0,73,0.0
3,9,false,0.9185185185185185,0,67,0.0
3,10,false,0.9333333333333333,0,38,0.0
3,11,false,0.8333333333333334,0,60,0.0
3,12,false,0.9,0,73,0.0
3,13,false,0.8333333333333334,0,54,0.0
3,14,false,0.9,0,72,0.0
3,15,false,0.9,0,43,0.0
3,16,false,0.9666666666666667,0,36,0.0
3,17,false,0.9222222222222223,0,49,0.0
3,18,false,0.8666666666666667,0,51,0.0
3,19,false,0.9222222222222223,0,60,0.0
3,20,false,1.0,0,79,0.0
3,21,false,1.0,0,75,0.0
3,22,false,1.0,0,89,0.0
3,23,false,1.0,0,100,0.0
3,24,false,1.0,0,95,0.0
3,25,false,1.0,0,86,0.0
3,26,false,1.0,0,112,0.0
3,27,false,1.0,0,93,0.0
3,28,false,1.0,0,66,0.0
3,29,false,1.0,0,101,0.0
3,30,false,1.0,0,97,0.0
3,31,false,1.0,0,90,0.0
3,32,false,1.0,0,89,0.0
3,33,false,1.0,0,64,0.0
3,34,false,1.0,0,107,0.0
3,35,false,1.0,0,96,0.0
3,36,false,1.0,0,84,0.0
3,37,false,1.0,0,78,0.0
3,38,false,1.0,0,92,0.0
3,39,false,1.0,0,92,0.0
3,40,false,1.0,0,79,0.0
3,41,false,0.9666666666666667,0,61,0.0
3,42,false,0.8666666666666667,0,60,0.0
3,43,false,0.9666666666666667,0,69,0.0
3,44,false,0.9,0,48,0.0
3,45,false,0.9666666666666667,0,63,0.0
3,46,false,0.9666666666666667,0,77,0.0
3,47,false,0.9111111111111111,0,64,0.0
3,48,false,0.9444444444444444,0,84,0.0
3,49,false,0.937037037037037,0,59,0.0
3,50,false,0.8666666666666667,0,53,0.0
3,51,false,0.9,0,53,0.0
3,52,false,1.0,0,79,0.0
3,53,false,0.9,0,53,0.0
3,54,false,1.0,0,61,0.0
3,55,false,0.9888888888888889,0,76,0.0
3,56,false,0.9222222222222223,0,57,0.0
3,57,false,0.9222222222222223,0,73,0.0
3,58,false,0.9518518518518518,0,62,0.0
3,59,false,0.9555555555555556,0,87,0.0
3,60,false,0.9,0,49,0.0
3,61,false,0.8,0,45,0.0
3,62,false,0.9,0,44,0.0
3,63,false,0.7666666666666667,0,27,0.0
3,64,false,0.7666666666666667,0,52,0.0
3,65,false,0.9111111111111111,0,41,0.0
3,66,false,0.8888888888888888,0,56,0.0
3,67,false,0.8444444444444444,0,33,0.0
3,68,false,0.8296296296296296,0,43,0.0
3,69,false,0.8481481481481481,0,48,0.0
3,70,false,0.7666666666666667,0,37,0.0
3,71,false,0.7666666666666667,0,45,0.0
3,72,false,0.8333333333333334,0,40,0.0
3,73,false,0.8,0,39,0.0
3,74,false,0.7,0,42,0.0
3,75,false,0.8777777777777778,0,36,0.0
3,76,false,0.8666666666666667,0,42,0.0
3,77,false,0.9,0,37,0.0
3,78,false,0.8592592592592593,0,60,0.0
3,79,false,0.8629629629629629,0,34,0.0
3,80,true,0.8666666666666667,0,15,0.0
3,81,true,0.8,0,15,0.0
3,82,true,0.8666666666666667,0,10,0.0
3,83,true,0.8333333333333334,0,9,0.0
3,84,true,0.9333333333333333,0,18,0.0
3,85,true,0.8333333333333334,0,5,0.0
3,86,true,0.9,0,22,0.0
3,87,true,0.9111111111111111,0,14,0.0
3,88,true,0.8148148148148148,0,14,0.0
3,89,true,0.8592592592592593,0,11,0.0
3,90,true,0.8,0,17,0.0
3,91,true,0.8,0,11,0.0
3,92,true,0.8333333333333334,0,14,0.0
3,93,true,0.8333333333333334,0,21,0.0
3,94,true,0.8333333333333334,0,17,0.0
3,95,true,0.9,0,24,0.0
3,96,true,0.9111111111111111,0,15,0.0
3,97,true,0.9111111111111111,0,21,0.0
3,98,true,0.825925925925926,0,4,0.0
3,99,true,0.8518518518518519,0,2,0.0
4,0,false,0.7,0,77,0.0
4,1,false,0.8333333333333334,0,62,0.0
4,2,false,0.7666666666666667,0,56,0.0
4,3,false,0.8,0,55,0.0
4,4,false,0.7666666666666667,0,58,0.0
4,5,false,0.8222222222222222,0,52,0.0
4,6,false,0.8666666666666667,0,47,0.0
4,7,false,0.8888888888888888,0,69,0.0
4,8,false,0.8185185185185185,0,54,0.0
4,9,false,0.8851851851851852,0,66,0.0
4,10,false,0.8666666666666667,0,49,0.0
4,11,false,0.8333333333333334,0,57,0.0
4,12,false,0.8,0,50,0.0
4,13,false,0.8,0,77,0.0
4,14,false,0.8666666666666667,0,63,0.0
4,15,false,0.8888888888888888,0,66,0.0
4,16,false,0.9555555555555556,0,59,0.0
4,17,false,0.8555555555555555,0,70,0.0
4,18,false,0.8074074074074075,0,74,0.0
4,19,false,0.8777777777777778,0,59,0.0
4,20,false,0.9333333333333333,0,42,0.0
4,21,false,1.0,0,38,0.0
4,22,false,0.9666666666666667,0,52,0.0
4,23,false,0.9,0,63,0.0
4,24,false,0.9333333333333333,0,58,0.0
4,25,false,0.9444444444444444,0,49,0.0
4,26,false,0.9444444444444444,0,75,0.0
4,27,false,0.9444444444444444,0,56,0.0
4,28,false,0.9222222222222223,0,29,0.0
4,29,false,0.9333333333333333,0,64,0.0
4,30,false,0.9666666666666667,0,60,0.0
4,31,false,0.9333333333333333,0,53,0.0
4,32,false,0.8333333333333334,0,52,0.0
4,33,false,0.8333333333333334,0,27,0.0
4,34,false,0.9,0,70,0.0
4,35,false,0.9,0,59,0.0
4,36,false,0.9666666666666667,0,47,0.0
4,37,false,0.9777777777777777,0,41,0.0
4,38,false,0.9518518518518518,0,55,0.0
4,39,false,0.9592592592592593,0,55,0.0
4,40,false,0.8666666666666667,0,56,0.0
4,41,false,0.9666666666666667,0,38,0.0
4,42,false,0.7666666666666667,0,23,0.0
4,43,false,0.9333333333333333,0,40,0.0
4,44,false,0.8666666666666667,0,25,0.0
4,45,false,0.9222222222222223,0,34,0.0
4,46,false,0.9,0,40,0.0
4,47,false,0.8444444444444444,0,27,0.0
4,48,false,0.9,0,47,0.0
4,49,false,0.8925925925925926,0,36,0.0
4,50,false,0.7333333333333333,0,16,0.0
4,51,false,0.8333333333333334,0,30,0.0
4,52,false,1.0,0,56,0.0
4,53,false,0.8333333333333334,0,22,0.0
4,54,false,0.9666666666666667,0,28,0.0
4,55,false,0.9666666666666667,0,39,0.0
4,56,false,0.8888888888888888,0,34,0.0
4,57,false,0.8666666666666667,0,36,0.0
4,58,false,0.9296296296296296,0,39,0.0
4,59,false,0.8777777777777778,0,50,0.0
4,60,true,0.8333333333333334,0,12,0.0
4,61,true,0.7666666666666667,0,10,0.0
4,62,true,0.8333333333333334,0,7,0.0
4,63,true,0.7666666666666667,0,10,0.0
4,64,true,0.7333333333333333,0,29,0.0
4,65,true,0.8666666666666667,0,20,0.0
4,66,true,0.8444444444444444,0,19,0.0
4,67,true,0.7444444444444445,0,16,0.0
4,68,true,0.7777777777777778,0,24,0.0
4,69,true,0.7814814814814814,0,11,0.0
4,70,true,0.6666666666666666,0,4,0.0
4,71,true,0.6666666666666666,0,8,0.0
4,72,true,0.7666666666666667,0,29,0.0
4,73,true,0.7666666666666667,0,4,0.0
4,74,true,0.6333333333333333,0,13,0.0
4,75,true,0.8555555555555555,0,9,0.0
4,76,true,0.8555555555555555,0,19,0.0
4,77,true,0.8555555555555555,0,14,0.0
4,78,true,0.7925925925925926,0,23,0.0
4,79,true,0.8222222222222222,0,23,0.0
4,80,false,1.0,0,38,0.0
4,81,false,1.0,0,52,0.0
4,82,false,1.0,0,27,0.0
4,83,false,1.0,0,28,0.0
4,84,false,1.0,0,21,0.0
4,85,false,1.0,0,40,0.0
4,86,false,1.0,0,59,0.0
4,87,false,1.0,0,51,0.0
4,88,false,1.0,0,51,0.0
4,89,false,1.0,0,38,0.0
4,90,false,1.0,0,54,0.0
4,91,false,1.0,0,26,0.0
4,92,false,1.0,0,33,0.0
4,93,false,1.0,0,48,0.0
4,94,false,1.0,0,54,0.0
4,95,false,1.0,0,21,0.0
4,96,false,1.0,0,36,0.0
4,97,false,1.0,0,44,0.0
4,98,false,1.0,0,39,0.0
4,99,false,1.0,0,37,0.0
5,0,true,0.7,0,15,0.0
5,1,true,0.8333333333333334,0,10,0.0
5,2,true,0.7666666666666667,0,6,0.0
5,3,true,0.7,0,9,0.0
5,4,true,0.7333333333333333,0,8,0.0
5,5,true,0.8,0,24,0.0
5,6,true,0.8333333333333334,0,17,0.0
5,7,true,0.8111111111111111,0,7,0.0
5,8,true,0.7777777777777778,0,18,0.0
5,9,true,0.8407407407407408,0,12,0.0
5,10,true,0.8666666666666667,0,17,0.0
5,11,true,0.7666666666666667,0,5,0.0
5,12,true,0.8,0,18,0.0
5,13,true,0.8,0,15,0.0
5,14,true,0.8333333333333334,0,17,0.0
5,15,true,0.8555555555555555,0,12,0.0
5,16,true,0.8666666666666667,0,27,0.0
5,17,true,0.8111111111111111,0,8,0.0
5,18,true,0.7481481481481481,0,12,0.0
5,19,true,0.8111111111111111,0,5,0.0
5,20,false,0.8666666666666667,0,52,0.0
5,21,false,0.9,0,46,0.0
5,22,false,0.8333333333333334,0,64,0.0
5,23,false,0.6666666666666666,0,63,0.0
5,24,false,0.9333333333333333,0,40,0.0
5,25,false,0.8888888888888888,0,55,0.0
5,26,false,0.9111111111111111,0,57,0.0
5,27,false,0.8777777777777778,0,38,0.0
5,28,false,0.8592592592592593,0,41,0.0
5,29,false,0.9111111111111111,0,64,0.0
5,30,false,0.9,0,56,0.0
5,31,false,0.9,0,37,0.0
5,32,false,0.7666666666666667,0,60,0.0
5,33,false,0.8333333333333334,0,43,0.0
5,34,false,0.8666666666666667,0,58,0.0
5,35,false,0.8666666666666667,0,41,0.0
5,36,false,0.9111111111111111,0,47,0.0
5,37,false,0.9777777777777777,0,45,0.0
5,38,false,0.8888888888888888,0,49,0.0
5,39,false,0.937037037037037,0,37,0.0
5,40,false,0.8333333333333334,0,118,0.0
5,41,false,0.9666666666666667,0,100,0.0
5,42,false,0.7,0,73,0.0
5,43,false,0.8666666666666667,0,102,0.0
5,44,false,0.8333333333333334,0,87,0.0
5,45,false,0.9,0,96,0.0
5,46,false,0.8444444444444444,0,78,0.0
5,47,false,0.7888888888888889,0,71,0.0
5,48,false,0.8333333333333334,0,83,0.0
5,49,false,0.8592592592592593,0,98,0.0
5,50,false,0.6,0,78,0.0
5,51,false,0.8,0,92,0.0
5,52,false,0.9666666666666667,0,118,0.0
5,53,false,0.7333333333333333,0,84,0.0
5,54,false,0.9,0,90,0.0
5,55,false,0.8888888888888888,0,71,0.0
5,56,false,0.8333333333333334,0,96,0.0
5,57,false,0.7777777777777778,0,84,0.0
5,58,false,0.8703703703703703,0,101,0.0
5,59,false,0.8111111111111111,0,80,0.0
5,60,false,1.0,0,50,0.0
5,61,false,1.0,0,72,0.0
5,62,false,1.0,0,57,0.0
5,63,false,1.0,0,56,0.0
5,64,false,1.0,0,91,0.0
5,65,false,1.0,0,42,0.0
5,66,false,1.0,0,51,0.0
5,67,false,1.0,0,72,0.0
5,68,false,1.0,0,38,0.0
5,69,false,1.0,0,55,0.0
5,70,false,1.0,0,66,0.0
5,71,false,1.0,0,64,0.0
5,72,false,1.0,0,79,0.0
5,73,false,1.0,0,66,0.0
5,74,false,1.0,0,49,0.0
5,75,false,1.0,0,53,0.0
5,76,false,1.0,0,81,0.0
5,77,false,1.0,0,76,0.0
5,78,false,1.0,0,57,0.0
5,79,false,1.0,0,73,0.0
5,80,false,0.9666666666666667,0,48,0.0
5,81,false,0.9333333333333333,0,70,0.0
5,82,false,0.9333333333333333,0,45,0.0
5,83,false,1.0,0,46,0.0
5,84,false,0.9666666666666667,0,41,0.0
5,85,false,0.9555555555555556,0,58,0.0
5,86,false,0.9444444444444444,0,77,0.0
5,87,false,0.9444444444444444,0,69,0.0
5,88,false,0.9333333333333333,0,69,0.0
5,89,false,0.9037037037037037,0,56,0.0
5,90,false,0.9333333333333333,0,72,0.0
5,91,false,1.0,0,44,0.0
5,92,false,0.9333333333333333,0,41,0.0
5,93,false,1.0,0,66,0.0
5,94,false,0.9333333333333333,0,72,0.0
5,95,false,0.9222222222222223,0,41,0.0
5,96,false,0.9666666666666667,0,40,0.0
5,97,false,0.9666666666666667,0,36,0.0
5,98,false,0.9333333333333333,0,57,0.0
5,99,false,0.9555555555555556,0,55,0.0
6,0,false,1.0,0,105,0.0
6,1,false,1.0,0,90,0.0
6,2,false,1.0,0,84,0.0
6,3,false,1.0,0,83,0.0
6,4,false,1.0,0,86,0.0
6,5,false,1.0,0,80,0.0
6,6,false,1.0,0,75,0.0
6,7,false,1.0,0,97,0.0
6,8,false,1.0,0,82,0.0
6,9,false,1.0,0,94,0.0
6,10,false,1.0,0,77,0.0
6,11,false,1.0,0,85,0.0
6,12,false,1.0,0,78,0.0
6,13,false,1.0,0,105,0.0
6,14,false,1.0,0,91,0.0
6,15,false,1.0,0,94,0.0
6,16,false,1.0,0,87,0.0
6,17,false,1.0,0,98,0.0
6,18,false,1.0,0,102,0.0
6,19,false,1.0,0,87,0.0
6,20,false,0.8,0,38,0.0
6,21,false,0.8,0,44,0.0
6,22,true,0.8,2,30,0.06666666666666667
6,23,false,0.6,2,41,0.04878048780487805
6,24,false,0.8333333333333334,1,68,0.014705882352941176
6,25,true,0.8222222222222222,8,35,0.22857142857142856
6,26,false,0.8555555555555555,0,53,0.0
6,27,true,0.7888888888888889,8,56,0.14285714285714285
6,28,false,0.8037037037037037,0,49,0.0
6,29,true,0.8666666666666667,14,42,0.3333333333333333
6,30,false,0.8666666666666667,0,38,0.0
6,31,false,0.9,0,53,0.0
6,32,true,0.7333333333333333,2,30,0.06666666666666667
6,33,false,0.8333333333333334,0,47,0.0
6,34,false,0.8666666666666667,1,48,0.020833333333333332
6,35,false,0.8333333333333334,0,67,0.0
6,36,true,0.8777777777777778,9,43,0.20930232558139536
6,37,true,0.8555555555555555,3,45,0.06666666666666667
6,38,true,0.8185185185185185,6,41,0.14634146341463414
6,39,true,0.8888888888888888,13,69,0.18840579710144928
6,40,false,0.7666666666666667,0,28,0.0
6,41,false,0.9333333333333333,1,26,0.038461538461538464
6,42,true,0.6333333333333333,2,17,0.11764705882352941
6,43,false,0.8333333333333334,0,12,0.0
6,44,true,0.8,1,11,0.09090909090909091
6,45,true,0.8222222222222222,5,6,0.8333333333333334
6,46,true,0.7777777777777778,8,18,0.4444444444444444
6,47,false,0.7666666666666667,0,19,0.0
6,48,false,0.7851851851851852,0,25,0.0
6,49,true,0.8037037037037037,26,10,2.6
6,50,true,0.5333333333333333,4,12,0.3333333333333333
6,51,false,0.7666666666666667,1,16,0.0625
6,52,false,0.8666666666666667,0,28,0.0
6,53,true,0.7333333333333333,4,6,0.6666666666666666
6,54,false,0.8333333333333334,0,2,0.0
6,55,true,0.8444444444444444,6,19,0.3157894736842105
6,56,false,0.7888888888888889,0,18,0.0
6,57,false,0.7333333333333333,0,14,0.0
6,58,true,0.8222222222222222,21,13,1.6153846153846154
6,59,false,0.7777777777777778,0,28,0.0
6,60,false,0.9666666666666667,0,40,0.0
6,61,false,0.9666666666666667,0,18,0.0
6,62,false,1.0,0,33,0.0
6,63,false,1.0,0,34,0.0
6,64,false,0.9666666666666667,0,35,0.0
6,65,false,0.9333333333333333,0,48,0.0
