simulatorType,last_rep_day,day,roomId,roomType,shortage
static,12,13,58,1,0
static,12,13,59,1,0
static,8,13,60,2,2
static,8,13,61,1,0
static,8,13,62,1,2
static,8,13,63,0,2
static,8,13,64,0,1
static,8,13,65,1,0
static,8,13,66,0,3
static,8,13,67,1,0
static,8,13,68,1,0
static,8,13,69,2,0
static,8,13,70,0,2
static,8,13,71,1,4
static,8,13,72,0,1
static,8,13,73,1,5
static,8,13,74,1,0
static,8,13,75,0,5
static,8,13,76,1,0
static,8,13,77,1,0
static,8,13,78,2,0
static,8,13,79,1,0
static,9,13,80,1,4
static,9,13,81,0,2
static,9,13,82,1,4
static,9,13,83,0,0
static,9,13,84,1,4
static,9,13,85,2,0
static,9,13,86,0,0
static,9,13,87,1,0
static,9,13,88,0,3
static,9,13,89,1,0
static,9,13,90,0,4
static,9,13,91,2,2
static,9,13,92,0,0
static,9,13,93,0,2
static,9,13,94,2,0
static,9,13,95,2,0
static,9,13,96,0,1
static,9,13,97,0,0
static,9,13,98,0,4
static,9,13,99,0,0
dynamic,10,13,0,0,0
dynamic,10,13,1,0,0
dynamic,10,13,2,1,2
dynamic,10,13,3,1,0
dynamic,10,13,4,0,3
dynamic,10,13,5,2,0
dynamic,10,13,6,0,2
dynamic,10,13,7,0,1
dynamic,10,13,8,0,0
dynamic,10,13,9,1,0
dynamic,10,13,10,1,0
dynamic,5,13,11,2,0
dynamic,10,13,12,2,0
dynamic,5,13,13,1,0
dynamic,10,13,14,1,0
dynamic,10,13,15,0,1
dynamic,10,13,16,1,0
dynamic,10,13,17,0,0
dynamic,10,13,18,0,0
dynamic,10,13,19,0,0
dynamic,11,13,20,2,0
dynamic,11,13,21,0,0
dynamic,11,13,22,0,0
dynamic,11,13,23,1,0
dynamic,11,13,24,0,0
dynamic,11,13,25,2,0
dynamic,11,13,26,0,0
dynamic,11,13,27,2,0
dynamic,11,13,28,1,0
dynamic,11,13,29,2,0
dynamic,11,13,30,2,0
dynamic,11,13,31,1,0
dynamic,11,13,32,0,0
dynamic,11,13,33,1,0
dynamic,11,13,34,0,3
dynamic,11,13,35,0,0
dynamic,11,13,36,0,2
dynamic,11,13,37,0,0
dynamic,11,13,38,1,0
dynamic,11,13,39,2,0
dynamic,12,13,40,0,0
dynamic,12,13,41,0,0
dynamic,12,13,42,0,0
dynamic,7,13,43,1,0
dynamic,12,13,44,2,0
dynamic,12,13,45,0,0
dynamic,12,13,46,0,0
dynamic,12,13,47,0,0
dynamic,12,13,48,0,0
dynamic,12,13,49,0,0
dynamic,12,13,50,2,0
dynamic,12,13,51,1,0
dynamic,12,13,52,1,0
dynamic,12,13,53,0,0
dynamic,7,13,54,1,0
dynamic,12,13,55,1,0
dynamic,12,13,56,2,0
dynamic,12,13,57,2,0
dynamic,12,13,58,1,0
dynamic,12,13,59,1,0
dynamic,8,13,60,2,0
dynamic,8,13,61,1,0
dynamic,8,13,62,1,0
dynamic,8,13,63,0,0
dynamic,8,13,64,0,3
dynamic,3,13,65,1,0
dynamic,8,13,66,0,1
dynamic,3,13,67,1,1
dynamic,12,13,68,1,0
dynamic,8,13,69,2,10
dynamic,8,13,70,0,0
dynamic,8,13,71,1,0
dynamic,8,13,72,0,2
dynamic,8,13,73,1,4
dynamic,8,13,74,1,0
dynamic,8,13,75,0,2
dynamic,8,13,76,1,3
dynamic,3,13,77,1,2
dynamic,3,13,78,2,0
dynamic,8,13,79,1,0
dynamic,9,13,80,1,1
dynamic,9,13,81,0,5
dynamic,9,13,82,1,0
dynamic,9,13,83,0,1
dynamic,9,13,84,1,0
dynamic,9,13,85,2,0
dynamic,9,13,86,0,3
dynamic,9,13,87,1,0
dynamic,12,13,88,0,0
dynamic,9,13,89,1,0
dynamic,9,13,90,0,1
dynamic,9,13,91,2,0
dynamic,9,13,92,0,0
dynamic,9,13,93,0,0
dynamic,9,13,94,2,0
dynamic,9,13,95,2,0
dynamic,9,13,96,0,5
dynamic,9,13,97,0,0
dynamic,9,13,98,0,1
dynamic,9,13,99,0,1
static,10,14,0,0,0
static,10,14,1,0,2
static,10,14,2,1,1
static,10,14,3,1,5
static,10,14,4,0,1
static,10,14,5,2,0
static,10,14,6,0,2
static,10,14,7,0,1
static,10,14,8,0,2
static,10,14,9,1,0
static,10,14,10,1,2
static,10,14,11,2,0
static,10,14,12,2,0
static,10,14,13,1,0
static,10,14,14,1,0
static,10,14,15,0,1
static,10,14,16,1,1
static,10,14,17,0,0
static,10,14,18,0,0
static,10,14,19,0,0
static,11,14,20,2,0
static,11,14,21,0,2
static,11,14,22,0,0
static,11,14,23,1,0
static,11,14,24,0,4
static,11,14,25,2,0
static,11,14,26,0,0
static,11,14,27,2,0
static,11,14,28,1,4
static,11,14,29,2,0
static,11,14,30,2,0
static,11,14,31,1,1
static,11,14,32,0,0
static,11,14,33,1,0
static,11,14,34,0,0
static,11,14,35,0,0
static,11,14,36,0,1
static,11,14,37,0,1
static,11,14,38,1,0
static,11,14,39,2,0
static,12,14,40,0,0
static,12,14,41,0,0
static,12,14,42,0,0
static,12,14,43,1,0
static,12,14,44,2,0
static,12,14,45,0,0
static,12,14,46,0,0
static,12,14,47,0,0
static,12,14,48,0,0
static,12,14,49,0,0
static,12,14,50,2,0
static,12,14,51,1,0
static,12,14,52,1,0
static,12,14,53,0,0
static,12,14,54,1,0
static,12,14,55,1,0
static,12,14,56,2,0
static,12,14,57,2,0
static,12,14,58,1,0
static,12,14,59,1,0
static,13,14,60,2,0
static,13,14,61,1,0
static,13,14,62,1,0
static,13,14,63,0,0
static,13,14,64,0,0
static,13,14,65,1,0
static,13,14,66,0,0
static,13,14,67,1,0
static,13,14,68,1,0
static,13,14,69,2,0
static,13,14,70,0,0
static,13,14,71,1,0
static,13,14,72,0,0
static,13,14,73,1,0
static,13,14,74,1,0
static,13,14,75,0,0
static,13,14,76,1,0
static,13,14,77,1,0
static,13,14,78,2,0
static,13,14,79,1,0
static,9,14,80,1,2
static,9,14,81,0,3
static,9,14,82,1,6
static,9,14,83,0,0
static,9,14,84,1,3
static,9,14,85,2,0
static,9,14,86,0,4
static,9,14,87,1,0
static,9,14,88,0,3
static,9,14,89,1,0
static,9,14,90,0,1
static,9,14,91,2,12
static,9,14,92,0,2
static,9,14,93,0,1
static,9,14,94,2,0
static,9,14,95,2,0
static,9,14,96,0,4
static,9,14,97,0,0
static,9,14,98,0,0
static,9,14,99,0,0
dynamic,10,14,0,0,0
dynamic,10,14,1,0,5
dynamic,10,14,2,1,6
dynamic,10,14,3,1,0
dynamic,10,14,4,0,1
dynamic,10,14,5,2,0
dynamic,10,14,6,0,3
dynamic,10,14,7,0,1
dynamic,10,14,8,0,0
dynamic,10,14,9,1,5
dynamic,10,14,10,1,0
dynamic,5,14,11,2,1
dynamic,10,14,12,2,0
dynamic,5,14,13,1,0
dynamic,10,14,14,1,0
dynamic,10,14,15,0,4
dynamic,10,14,16,1,0
dynamic,10,14,17,0,0
dynamic,10,14,18,0,2
dynamic,10,14,19,0,2
dynamic,11,14,20,2,0
dynamic,11,14,21,0,0
dynamic,11,14,22,0,0
dynamic,11,14,23,1,1
dynamic,11,14,24,0,0
dynamic,11,14,25,2,0
dynamic,11,14,26,0,0
dynamic,11,14,27,2,0
dynamic,11,14,28,1,0
dynamic,11,14,29,2,0
dynamic,11,14,30,2,0
dynamic,11,14,31,1,0
dynamic,11,14,32,0,3
dynamic,11,14,33,1,0
dynamic,11,14,34,0,2
dynamic,11,14,35,0,0
dynamic,11,14,36,0,2
dynamic,11,14,37,0,0
dynamic,11,14,38,1,0
dynamic,11,14,39,2,0
dynamic,12,14,40,0,0
dynamic,12,14,41,0,0
dynamic,12,14,42,0,0
dynamic,7,14,43,1,0
dynamic,12,14,44,2,0
dynamic,12,14,45,0,0
dynamic,12,14,46,0,0
dynamic,12,14,47,0,0
dynamic,12,14,48,0,0
dynamic,12,14,49,0,0
dynamic,12,14,50,2,0
dynamic,12,14,51,1,0
dynamic,12,14,52,1,0
dynamic,12,14,53,0,0
dynamic,7,14,54,1,0
dynamic,12,14,55,1,0
dynamic,12,14,56,2,0
dynamic,12,14,57,2,0
dynamic,12,14,58,1,0
dynamic,12,14,59,1,0
dynamic,13,14,60,2,0
dynamic,13,14,61,1,0
dynamic,13,14,62,1,0
dynamic,13,14,63,0,0
dynamic,13,14,64,0,0
dynamic,13,14,65,1,0
dynamic,13,14,66,0,0
dynamic,13,14,67,1,0
dynamic,13,14,68,1,0
dynamic,13,14,69,2,0
dynamic,13,14,70,0,0
dynamic,13,14,71,1,0
dynamic,13,14,72,0,0
dynamic,13,14,73,1,0
dynamic,13,14,74,1,0
dynamic,13,14,75,0,0
dynamic,13,14,76,1,0
dynamic,13,14,77,1,0
dynamic,13,14,78,2,0
dynamic,13,14,79,1,0
dynamic,9,14,80,1,3
dynamic,9,14,81,0,7
dynamic,9,14,82,1,0
dynamic,9,14,83,0,1
dynamic,9,14,84,1,1
dynamic,9,14,85,2,3
dynamic,9,14,86,0,0
dynamic,9,14,87,1,0
dynamic,12,14,88,0,0
dynamic,9,14,89,1,0
dynamic,9,14,90,0,2
dynamic,9,14,91,2,3
dynamic,9,14,92,0,0
dynamic,9,14,93,0,4
dynamic,9,14,94,2,0
dynamic,9,14,95,2,0
dynamic,9,14,96,0,2
dynamic,9,14,97,0,0
dynamic,9,14,98,0,2
dynamic,9,14,99,0,0
static,10,15,0,0,1
static,10,15,1,0,1
static,10,15,2,1,3
static,10,15,3,1,2
static,10,15,4,0,1
static,10,15,5,2,6
static,10,15,6,0,4
static,10,15,7,0,1
static,10,15,8,0,1
static,10,15,9,1,0
static,10,15,10,1,5
static,10,15,11,2,0
static,10,15,12,2,0
static,10,15,13,1,0
static,10,15,14,1,0
static,10,15,15,0,0
static,10,15,16,1,2
static,10,15,17,0,1
static,10,15,18,0,0
static,10,15,19,0,1
static,11,15,20,2,0
static,11,15,21,0,3
static,11,15,22,0,2
static,11,15,23,1,0
static,11,15,24,0,1
static,11,15,25,2,0
static,11,15,26,0,0
static,11,15,27,2,0
static,11,15,28,1,4
static,11,15,29,2,0
static,11,15,30,2,0
static,11,15,31,1,0
static,11,15,32,0,1
static,11,15,33,1,0
static,11,15,34,0,1
static,11,15,35,0,0
static,11,15,36,0,6
static,11,15,37,0,0
static,11,15,38,1,0
static,11,15,39,2,0
static,12,15,40,0,0
static,12,15,41,0,0
static,12,15,42,0,0
static,12,15,43,1,0
static,12,15,44,2,0
static,12,15,45,0,0
static,12,15,46,0,2
static,12,15,47,0,1
static,12,15,48,0,0
static,12,15,49,0,0
static,12,15,50,2,0
static,12,15,51,1,0
static,12,15,52,1,0
static,12,15,53,0,0
static,12,15,54,1,0
static,12,15,55,1,0
static,12,15,56,2,0
static,12,15,57,2,0
static,12,15,58,1,0
static,12,15,59,1,0
static,13,15,60,2,0
static,13,15,61,1,0
static,13,15,62,1,0
static,13,15,63,0,0
static,13,15,64,0,1
static,13,15,65,1,0
static,13,15,66,0,0
static,13,15,67,1,0
static,13,15,68,1,0
static,13,15,69,2,0
static,13,15,70,0,2
static,13,15,71,1,0
static,13,15,72,0,0
static,13,15,73,1,0
static,13,15,74,1,0
static,13,15,75,0,0
static,13,15,76,1,0
static,13,15,77,1,0
static,13,15,78,2,0
static,13,15,79,1,0
static,14,15,80,1,0
static,14,15,81,0,0
static,14,15,82,1,0
static,14,15,83,0,0
static,14,15,84,1,0
static,14,15,85,2,0
static,14,15,86,0,0
static,14,15,87,1,0
static,14,15,88,0,0
static,14,15,89,1,0
static,14,15,90,0,0
static,14,15,91,2,0
static,14,15,92,0,0
static,14,15,93,0,0
static,14,15,94,2,0
static,14,15,95,2,0
static,14,15,96,0,0
static,14,15,97,0,0
static,14,15,98,0,0
static,14,15,99,0,0
dynamic,10,15,0,0,4
dynamic,10,15,1,0,2
dynamic,10,15,2,1,2
dynamic,10,15,3,1,2
dynamic,10,15,4,0,3
dynamic,10,15,5,2,0
dynamic,10,15,6,0,10
dynamic,10,15,7,0,6
dynamic,10,15,8,0,1
dynamic,14,15,9,1,0
dynamic,10,15,10,1,4
dynamic,5,15,11,2,2
dynamic,10,15,12,2,0
dynamic,5,15,13,1,1
dynamic,10,15,14,1,3
dynamic,10,15,15,0,1
dynamic,10,15,16,1,0
dynamic,10,15,17,0,1
dynamic,10,15,18,0,4
dynamic,10,15,19,0,1
dynamic,11,15,20,2,0
dynamic,11,15,21,0,3
dynamic,11,15,22,0,0
dynamic,11,15,23,1,5
dynamic,11,15,24,0,2
dynamic,11,15,25,2,0
dynamic,11,15,26,0,1
dynamic,11,15,27,2,0
dynamic,11,15,28,1,0
dynamic,11,15,29,2,0
dynamic,11,15,30,2,0
dynamic,11,15,31,1,0
dynamic,11,15,32,0,4
dynamic,11,15,33,1,0
dynamic,11,15,34,0,2
dynamic,11,15,35,0,0
dynamic,11,15,36,0,5
dynamic,11,15,37,0,2
dynamic,11,15,38,1,0
dynamic,11,15,39,2,0
dynamic,12,15,40,0,0
dynamic,12,15,41,0,0
dynamic,12,15,42,0,1
dynamic,7,15,43,1,0
dynamic,12,15,44,2,0
dynamic,12,15,45,0,0
dynamic,12,15,46,0,1
dynamic,12,15,47,0,0
dynamic,12,15,48,0,1
dynamic,12,15,49,0,0
dynamic,12,15,50,2,0
dynamic,12,15,51,1,0
dynamic,12,15,52,1,0
dynamic,12,15,53,0,4
dynamic,7,15,54,1,0
dynamic,12,15,55,1,0
dynamic,12,15,56,2,0
dynamic,12,15,57,2,0
dynamic,12,15,58,1,1
dynamic,12,15,59,1,0
dynamic,13,15,60,2,0
dynamic,13,15,61,1,0
dynamic,13,15,62,1,0
dynamic,13,15,63,0,0
dynamic,13,15,64,0,0
dynamic,13,15,65,1,0
dynamic,13,15,66,0,0
dynamic,13,15,67,1,0
dynamic,13,15,68,1,0
dynamic,13,15,69,2,0
dynamic,13,15,70,0,0
dynamic,13,15,71,1,0
dynamic,13,15,72,0,0
dynamic,13,15,73,1,0
dynamic,13,15,74,1,0
dynamic,13,15,75,0,0
dynamic,13,15,76,1,0
dynamic,13,15,77,1,0
dynamic,13,15,78,2,0
dynamic,13,15,79,1,0
dynamic,14,15,80,1,0
dynamic,14,15,81,0,0
dynamic,14,15,82,1,0
dynamic,14,15,83,0,0
dynamic,14,15,84,1,0
dynamic,14,15,85,2,0
dynamic,14,15,86,0,0
dynamic,9,15,87,1,0
dynamic,14,15,88,0,0
dynamic,14,15,89,1,0
dynamic,14,15,90,0,0
dynamic,14,15,91,2,0
dynamic,14,15,92,0,0
dynamic,14,15,93,0,0
dynamic,14,15,94,2,0
dynamic,14,15,95,2,0
dynamic,14,15,96,0,0
dynamic,14,15,97,0,0
dynamic,14,15,98,0,0
dynamic,14,15,99,0,0
static,15,16,0,0,0
static,15,16,1,0,0
static,15,16,2,1,0
static,15,16,3,1,0
static,15,16,4,0,0
static,15,16,5,2,0
static,15,16,6,0,1
static,15,16,7,0,0
static,15,16,8,0,0
static,15,16,9,1,0
static,15,16,10,1,0
static,15,16,11,2,0
static,15,16,12,2,0
static,15,16,13,1,0
static,15,16,14,1,0
static,15,16,15,0,0
static,15,16,16,1,0
static,15,16,17,0,0
static,15,16,18,0,0
static,15,16,19,0,0
static,11,16,20,2,6
static,11,16,21,0,2
static,11,16,22,0,2
static,11,16,23,1,0
static,11,16,24,0,1
static,11,16,25,2,0
static,11,16,26,0,0
static,11,16,27,2,0
static,11,16,28,1,0
static,11,16,29,2,5
static,11,16,30,2,3
static,11,16,31,1,4
static,11,16,32,0,5
static,11,16,33,1,2
static,11,16,34,0,2
static,11,16,35,0,2
static,11,16,36,0,2
static,11,16,37,0,1
static,11,16,38,1,0
static,11,16,39,2,1
static,12,16,40,0,1
static,12,16,41,0,0
static,12,16,42,0,2
static,12,16,43,1,0
static,12,16,44,2,0
static,12,16,45,0,1
static,12,16,46,0,0
static,12,16,47,0,0
static,12,16,48,0,2
static,12,16,49,0,0
static,12,16,50,2,0
static,12,16,51,1,0
static,12,16,52,1,0
static,12,16,53,0,1
static,12,16,54,1,0
static,12,16,55,1,0
static,12,16,56,2,0
static,12,16,57,2,0
static,12,16,58,1,0
static,12,16,59,1,0
static,13,16,60,2,0
static,13,16,61,1,0
static,13,16,62,1,0
static,13,16,63,0,1
static,13,16,64,0,1
static,13,16,65,1,0
static,13,16,66,0,1
static,13,16,67,1,0
static,13,16,68,1,0
static,13,16,69,2,0
static,13,16,70,0,1
static,13,16,71,1,0
static,13,16,72,0,0
static,13,16,73,1,0
static,13,16,74,1,0
static,13,16,75,0,0
static,13,16,76,1,0
static,13,16,77,1,0
static,13,16,78,2,0
static,13,16,79,1,0
static,14,16,80,1,0
static,14,16,81,0,0
static,14,16,82,1,0
static,14,16,83,0,2
static,14,16,84,1,0
static,14,16,85,2,0
static,14,16,86,0,0
static,14,16,87,1,0
static,14,16,88,0,0
static,14,16,89,1,0
static,14,16,90,0,0
static,14,16,91,2,0
static,14,16,92,0,0
static,14,16,93,0,0
static,14,16,94,2,0
static,14,16,95,2,0
static,14,16,96,0,0
static,14,16,97,0,0
static,14,16,98,0,0
static,14,16,99,0,0
dynamic,15,16,0,0,0
dynamic,15,16,1,0,2
dynamic,15,16,2,1,0
dynamic,15,16,3,1,0
dynamic,15,16,4,0,0
dynamic,15,16,5,2,0
dynamic,15,16,6,0,0
dynamic,15,16,7,0,0
dynamic,15,16,8,0,0
dynamic,15,16,9,1,0
dynamic,15,16,10,1,0
dynamic,15,16,11,2,0
dynamic,10,16,12,2,0
dynamic,15,16,13,1,0
dynamic,15,16,14,1,0
dynamic,15,16,15,0,0
dynamic,15,16,16,1,0
dynamic,15,16,17,0,0
dynamic,15,16,18,0,0
dynamic,15,16,19,0,0
dynamic,11,16,20,2,2
dynamic,11,16,21,0,0
dynamic,11,16,22,0,1
dynamic,11,16,23,1,7
dynamic,11,16,24,0,2
dynamic,11,16,25,2,5
dynamic,11,16,26,0,1
dynamic,11,16,27,2,7
dynamic,11,16,28,1,0
dynamic,11,16,29,2,11
dynamic,11,16,30,2,0
dynamic,11,16,31,1,2
dynamic,11,16,32,0,2
dynamic,11,16,33,1,0
dynamic,11,16,34,0,1
dynamic,11,16,35,0,3
dynamic,11,16,36,0,5
dynamic,11,16,37,0,3
dynamic,11,16,38,1,0
dynamic,11,16,39,2,2
dynamic,12,16,40,0,3
dynamic,12,16,41,0,0
dynamic,12,16,42,0,0
dynamic,7,16,43,1,4
dynamic,12,16,44,2,0
dynamic,12,16,45,0,2
dynamic,12,16,46,0,0
dynamic,12,16,47,0,1
dynamic,12,16,48,0,1
dynamic,12,16,49,0,0
dynamic,12,16,50,2,0
dynamic,12,16,51,1,0
dynamic,12,16,52,1,0
dynamic,12,16,53,0,1
dynamic,7,16,54,1,0
dynamic,12,16,55,1,1
dynamic,12,16,56,2,0
dynamic,12,16,57,2,0
dynamic,12,16,58,1,2
dynamic,12,16,59,1,0
dynamic,13,16,60,2,0
dynamic,13,16,61,1,0
dynamic,13,16,62,1,0
dynamic,13,16,63,0,1
dynamic,13,16,64,0,0
dynamic,13,16,65,1,0
dynamic,13,16,66,0,0
dynamic,13,16,67,1,0
dynamic,13,16,68,1,5
dynamic,13,16,69,2,0
dynamic,13,16,70,0,0
dynamic,13,16,71,1,0
dynamic,13,16,72,0,0
dynamic,13,16,73,1,0
dynamic,13,16,74,1,0
dynamic,13,16,75,0,0
dynamic,13,16,76,1,0
dynamic,13,16,77,1,0
dynamic,13,16,78,2,0
dynamic,13,16,79,1,0
dynamic,14,16,80,1,0
dynamic,14,16,81,0,1
dynamic,14,16,82,1,0
dynamic,14,16,83,0,0
dynamic,14,16,84,1,0
dynamic,14,16,85,2,0
dynamic,15,16,86,0,0
dynamic,9,16,87,1,0
dynamic,14,16,88,0,0
dynamic,14,16,89,1,0
dynamic,14,16,90,0,0
dynamic,14,16,91,2,0
dynamic,14,16,92,0,0
dynamic,14,16,93,0,0
dynamic,14,16,94,2,0
dynamic,14,16,95,2,0
dynamic,14,16,96,0,0
dynamic,14,16,97,0,0
dynamic,14,16,98,0,0
dynamic,14,16,99,0,0
static,15,17,0,0,0
static,15,17,1,0,0
static,15,17,2,1,0
static,15,17,3,1,0
static,15,17,4,0,0
static,15,17,5,2,0
static,15,17,6,0,0
static,15,17,7,0,0
static,15,17,8,0,0
static,15,17,9,1,0
static,15,17,10,1,0
static,15,17,11,2,0
static,15,17,12,2,0
static,15,17,13,1,0
static,15,17,14,1,0
static,15,17,15,0,0
static,15,17,16,1,0
static,15,17,17,0,0
static,15,17,18,0,0
static,15,17,19,0,0
static,16,17,20,2,0
static,16,17,21,0,0
static,16,17,22,0,0
static,16,17,23,1,0
static,16,17,24,0,0
static,16,17,25,2,0
static,16,17,26,0,0
static,16,17,27,2,0
static,16,17,28,1,0
static,16,17,29,2,0
static,16,17,30,2,0
static,16,17,31,1,0
static,16,17,32,0,0
static,16,17,33,1,0
static,16,17,34,0,1
static,16,17,35,0,0
static,16,17,36,0,0
static,16,17,37,0,0
static,16,17,38,1,0
static,16,17,39,2,0
static,12,17,40,0,1
static,12,17,41,0,1
static,12,17,42,0,6
static,12,17,43,1,0
static,12,17,44,2,0
static,12,17,45,0,2
static,12,17,46,0,3
static,12,17,47,0,0
static,12,17,48,0,0
static,12,17,49,0,0
static,12,17,50,2,0
static,12,17,51,1,0
static,12,17,52,1,0
static,12,17,53,0,1
static,12,17,54,1,0
static,12,17,55,1,4
static,12,17,56,2,0
static,12,17,57,2,0
static,12,17,58,1,5
static,12,17,59,1,1
static,13,17,60,2,0
static,13,17,61,1,0
static,13,17,62,1,0
static,13,17,63,0,1
static,13,17,64,0,3
static,13,17,65,1,0
static,13,17,66,0,4
static,13,17,67,1,0
static,13,17,68,1,0
static,13,17,69,2,0
static,13,17,70,0,0
static,13,17,71,1,0
static,13,17,72,0,0
static,13,17,73,1,0
static,13,17,74,1,0
static,13,17,75,0,1
static,13,17,76,1,1
static,13,17,77,1,0
static,13,17,78,2,0
static,13,17,79,1,0
static,14,17,80,1,0
static,14,17,81,0,5
static,14,17,82,1,0
static,14,17,83,0,0
static,14,17,84,1,0
static,14,17,85,2,0
static,14,17,86,0,4
static,14,17,87,1,0
static,14,17,88,0,2
static,14,17,89,1,0
static,14,17,90,0,0
static,14,17,91,2,0
static,14,17,92,0,0
static,14,17,93,0,0
static,14,17,94,2,0
static,14,17,95,2,0
static,14,17,96,0,0
static,14,17,97,0,0
static,14,17,98,0,1
static,14,17,99,0,1
dynamic,15,17,0,0,0
dynamic,15,17,1,0,2
dynamic,15,17,2,1,0
dynamic,15,17,3,1,0
dynamic,15,17,4,0,0
dynamic,15,17,5,2,0
dynamic,15,17,6,0,3
dynamic,15,17,7,0,3
dynamic,15,17,8,0,0
dynamic,15,17,9,1,0
dynamic,15,17,10,1,0
dynamic,15,17,11,2,0
dynamic,10,17,12,2,0
dynamic,15,17,13,1,0
dynamic,15,17,14,1,0
dynamic,15,17,15,0,0
dynamic,15,17,16,1,0
dynamic,15,17,17,0,0
dynamic,15,17,18,0,0
dynamic,15,17,19,0,0
dynamic,16,17,20,2,0
dynamic,16,17,21,0,0
dynamic,16,17,22,0,0
dynamic,16,17,23,1,0
dynamic,16,17,24,0,0
dynamic,16,17,25,2,0
dynamic,16,17,26,0,0
dynamic,16,17,27,2,0
dynamic,16,17,28,1,0
dynamic,16,17,29,2,0
dynamic,16,17,30,2,0
dynamic,16,17,31,1,0
dynamic,16,17,32,0,0
dynamic,16,17,33,1,0
dynamic,16,17,34,0,0
dynamic,16,17,35,0,0
dynamic,16,17,36,0,0
dynamic,16,17,37,0,0
dynamic,16,17,38,1,0
dynamic,16,17,39,2,0
dynamic,12,17,40,0,5
dynamic,12,17,41,0,0
dynamic,12,17,42,0,2
dynamic,7,17,43,1,5
dynamic,12,17,44,2,0
dynamic,12,17,45,0,1
dynamic,12,17,46,0,2
dynamic,12,17,47,0,1
dynamic,12,17,48,0,2
dynamic,12,17,49,0,2
dynamic,12,17,50,2,0
dynamic,12,17,51,1,1
dynamic,12,17,52,1,0
dynamic,12,17,53,0,3
dynamic,7,17,54,1,2
dynamic,12,17,55,1,0
dynamic,12,17,56,2,0
dynamic,12,17,57,2,0
dynamic,12,17,58,1,6
dynamic,12,17,59,1,0
dynamic,13,17,60,2,0
dynamic,13,17,61,1,2
dynamic,13,17,62,1,0
dynamic,13,17,63,0,2
dynamic,13,17,64,0,0
dynamic,13,17,65,1,0
dynamic,13,17,66,0,3
dynamic,13,17,67,1,0
dynamic,13,17,68,1,0
dynamic,13,17,69,2,0
dynamic,13,17,70,0,0
dynamic,13,17,71,1,0
dynamic,13,17,72,0,4
dynamic,13,17,73,1,0
dynamic,13,17,74,1,0
dynamic,13,17,75,0,1
dynamic,13,17,76,1,0
dynamic,13,17,77,1,0
dynamic,13,17,78,2,0
dynamic,13,17,79,1,0
dynamic,14,17,80,1,0
dynamic,14,17,81,0,2
dynamic,14,17,82,1,0
dynamic,14,17,83,0,0
dynamic,14,17,84,1,3
dynamic,14,17,85,2,0
dynamic,15,17,86,0,2
dynamic,9,17,87,1,0
dynamic,14,17,88,0,0
dynamic,14,17,89,1,0
dynamic,14,17,90,0,0
dynamic,14,17,91,2,0
dynamic,14,17,92,0,0
dynamic,14,17,93,0,1
dynamic,14,17,94,2,0
dynamic,14,17,95,2,0
dynamic,14,17,96,0,1
dynamic,14,17,97,0,0
dynamic,14,17,98,0,0
dynamic,14,17,99,0,0
static,15,18,0,0,0
static,15,18,1,0,0
static,15,18,2,1,0
static,15,18,3,1,0
static,15,18,4,0,2
static,15,18,5,2,0
static,15,18,6,0,0
static,15,18,7,0,1
static,15,18,8,0,0
static,15,18,9,1,0
static,15,18,10,1,1
static,15,18,11,2,0
static,15,18,12,2,0
static,15,18,13,1,0
static,15,18,14,1,0
static,15,18,15,0,0
static,15,18,16,1,3
static,15,18,17,0,0
static,15,18,18,0,0
static,15,18,19,0,0
static,16,18,20,2,0
static,16,18,21,0,0
static,16,18,22,0,0
static,16,18,23,1,0
static,16,18,24,0,0
static,16,18,25,2,0
static,16,18,26,0,0
static,16,18,27,2,0
static,16,18,28,1,0
static,16,18,29,2,0
static,16,18,30,2,0
static,16,18,31,1,0
static,16,18,32,0,1
static,16,18,33,1,0
static,16,18,34,0,2
static,16,18,35,0,1
static,16,18,36,0,0
static,16,18,37,0,0
static,16,18,38,1,0
static,16,18,39,2,0
static,17,18,40,0,0
static,17,18,41,0,0
static,17,18,42,0,0
static,17,18,43,1,0
static,17,18,44,2,0
static,17,18,45,0,0
static,17,18,46,0,0
static,17,18,47,0,0
static,17,18,48,0,0
static,17,18,49,0,0
static,17,18,50,2,0
static,17,18,51,1,0
static,17,18,52,1,0
static,17,18,53,0,0
static,17,18,54,1,0
static,17,18,55,1,0
static,17,18,56,2,0
static,17,18,57,2,0
static,17,18,58,1,0
static,17,18,59,1,0
static,13,18,60,2,0
static,13,18,61,1,0
static,13,18,62,1,0
static,13,18,63,0,0
static,13,18,64,0,3
static,13,18,65,1,0
static,13,18,66,0,4
static,13,18,67,1,0
static,13,18,68,1,1
static,13,18,69,2,0
static,13,18,70,0,1
static,13,18,71,1,0
static,13,18,72,0,0
static,13,18,73,1,0
static,13,18,74,1,0
static,13,18,75,0,1
static,13,18,76,1,1
static,13,18,77,1,0
static,13,18,78,2,0
static,13,18,79,1,0
static,14,18,80,1,0
static,14,18,81,0,9
static,14,18,82,1,0
static,14,18,83,0,1
static,14,18,84,1,4
static,14,18,85,2,0
static,14,18,86,0,2
static,14,18,87,1,0
static,14,18,88,0,4
static,14,18,89,1,0
static,14,18,90,0,0
static,14,18,91,2,0
static,14,18,92,0,2
static,14,18,93,0,0
static,14,18,94,2,0
static,14,18,95,2,0
static,14,18,96,0,2
